body,statusLabel,cropped,instance,type,size,name
47562896,,,,,5241,
47559892,,,,,15145,
47543831,Roughly traced,,KC-alpha prime,,20886667,
47560484,,,,,108014,
10408337,Roughly traced,,Others-alpha prime,,61770511,
5466742,Roughly traced,,KC-alpha prime,,20989923,
48202757,0.5assign,,,,1912463,
47561033,,,,,11141,
48307696,,,,,61241,
7796748,Orphan,,Others-orphan,,27668,
7250338,,,,,1297263,
7250524,,,,,498019,
7375982,Orphan,,Others,,14279,
7425243,,,,,1802,
7520310,,,,,2052,
7521625,,,,,966,
7520314,,,,,1342,
7519660,,,,,858,
7522381,Orphan,,Others-orphan,,11483,
7520103,,,,,2038,
7522149,,,,,2424,
7587568,,,,,6230,
7524126,,,,,12629,
47564386,,,,,6423,
7654256,,,,,15989,
47562757,Orphan,,Others-orphan,,92822,
7653248,,,,,677244,
53893006,,,,,7549,
6927856,Roughly traced,,KC-alpha prime,,24847892,
6851874,Roughly traced,,KC-alpha prime,,29546470,
8169646,Roughly traced,,KC-alpha prime,,31571053,
48311523,,,,,3644,
48313844,,,,,1797,
8096306,Roughly traced,,KC-alpha prime,,26169272,
7857774,,,,,1708,
7857605,,,,,1288,
7858210,,,,,925,
7802186,,,,,5309,
7802733,,,,,2016,
7791090,,,,,6,
8005154,,,,,1523,
8118596,,,,,1105,
8081381,,,,,9010,
8078039,,,,,632,
8109092,,,,,3,
7618720,,,,,352946,
53896663,,,,,1448,
53897370,,,,,5354,
7862993,,,,,7382,
7805547,,,,,2558,
7767504,,,,,4195,
7948538,,,,,3004,
7997096,,,,,11,
7955316,,,,,3884,
8127350,,,,,1136,
8085038,,,,,2459,
616459,Roughly traced,,MBON-18,MBON-18,339830591,
8087082,,,,,5367,
8187370,,,,,1048,
8185009,,,,,7316,
8149468,,,,,1829116,
7810591,,,,,474,
7871234,,,,,1216,
7815587,,,,,1707,
7814953,,,,,1285,
7811950,,,,,1777,
7909395,,,,,1011,
8022807,Orphan,,Others-orphan,,50131,
7910396,,,,,1144,
8021554,,,,,1401,
7978303,Orphan,,Others-orphan,,93785,
53722535,,,,,240467,
8090336,,,,,1847,
7178229,Roughly traced,,KC-alpha prime,,23905385,
7934373,,,,,599812,
8136425,,,,,2515,
8238316,,,,,935,
8238249,,,,,1745,
53859985,,,,,13178,
7740692,,,,,67070,
7774582,Roughly traced,,Irrelevant,,4467536,
7875071,,,,,666,
7872951,,,,,1571,
7872696,,,,,1732,
7874046,,,,,2147,
52170161,,,,,1395336,
7395191,Roughly traced,,KC-alpha prime,,21263209,
52715465,,,,,1152,
7894499,,,,,40139,
7894536,Leaves,TRUE,KC-alpha prime,,20427469,
6802056,Roughly traced,,KC-alpha prime,,28471620,
7997124,,,,,3575,
8028293,,,,,5098,
7967828,,,,,762,
8143549,,,,,2150,
8196875,Orphan,,Others-orphan,,11684,
8198499,,,,,1971,
8195713,,,,,193398,
8196397,,,,,52659,
53810665,,,,,11533,
8198331,Orphan,,Others-orphan,,31261,
53865439,,,,,60240,
7747560,,,,,36813,
7775511,,,,,5034,
200014303,,,,,97237,
7825589,,,,,1508,
7828819,,,,,1136,
7777213,,,,,5125,
200002687,,,,,132647,
7899063,,,,,1005810,
7918144,,,,,1085,
8146019,Orphan,,Others,,15140,
8145821,,,,,23556,
8201785,,,,,3299,
53815816,,,,,17745,
53818527,,,,,2890,
53817689,,,,,2880,
8144656,,,,,92809,
53817808,,,,,8333,
53815835,,,,,97877,
8141533,Roughly traced,,KC-alpha prime,,30022902,
53869515,,,,,12382,
8149812,Roughly traced,,KC-alpha prime,,26202487,
53930796,,,,,1663,
1661230,Roughly traced,,MBON-19-B,MBON-19,74637632,
8157547,Roughly traced,,KC-alpha prime,,31410932,
53868512,,,,,1161,
53869837,,,,,754,
7749284,,,,,799,
7749454,Orphan,,Others-orphan,,25778,
7881589,,,,,2111,
7728859,,,,,1270461,
7780653,,,,,334,
7881617,,,,,29051,
7782058,,,,,1993,
7836322,,,,,1523,
7923546,,,,,2506,
7923922,,,,,1653,
8093186,,,,,1181512,
8152697,,,,,6854,
7752427,,,,,88698,
7837601,,,,,2114,
7887956,,,,,2892,
7888575,,,,,1006,
7840401,,,,,25700,
7888661,Orphan,,Others-orphan,,66279,
7836063,,,,,1533,
7785454,Orphan,,Others-orphan,,23907,
7990214,,,,,1101,
7988994,,,,,10177,
8043409,,,,,3747,
7990175,Orphan,,Others-orphan,,113808,
8747550,Orphan,,Others-orphan,,83118,
8103559,,,,,9302,
8221201,,,,,3091,
8163398,,,,,13300,
3391197,Traced,FALSE,MBON-X,MBON-X,119517517,
7731769,,,,,1714,
7844502,,,,,3040,
7933007,,,,,2584,
8453007,,,,,1928,
8054713,,,,,19775,
8051560,,,,,11880,
7993710,,,,,1665,
8225201,,,,,1543,
8170212,,,,,4051,
8461383,,,,,790364,
8108138,,,,,4510,
8166673,Orphan,,Others-orphan,,9172,
8686212,Orphan,,Others-orphan,,29194,
8744140,,,,,6777,
8226699,,,,,3036,
8226145,,,,,2756,
8228600,,,,,20117,
8686629,,,,,177,
59480880,,,,,1218,
5409744,Roughly traced,,KC-alpha prime,,22374168,
59481606,,,,,347,
59479828,,,,,8017,
8254984,Orphan,,Others-orphan,,62974,
7732602,,,,,73095,
58466588,,,,,818,
53264689,,,,,593186,
8070432,,,,,93832,
8565307,,,,,5190,
8694234,,,,,1930,
8693202,,,,,3561,
8691065,,,,,2936,
8693006,,,,,1956,
8755851,,,,,7648,
8815198,,,,,21308,
8752983,,,,,5756,
8715362,Orphan,,Others-orphan,,94862,
8752992,,,,,16413,
59543114,,,,,1329,
8346694,,,,,817,
8507416,,,,,2971,
8565545,,,,,8005,
8699920,,,,,3462,
8764315,Orphan,,Others-orphan,,104426,
8761589,,,,,2121,
8764986,,,,,1461,
8764541,,,,,15408,
8259136,Orphan,,Others-orphan,,11093,
8258450,,,,,8919,
8353977,,,,,9097,
8408721,,,,,6800,
8408092,,,,,9572,
8398425,,,,,1025326,
8354980,,,,,4518,
8578774,Orphan,,,,15388,
8465239,,,,,1694,
8512128,,,,,14979,
8577556,Orphan,,Others-orphan,,38467,
8573305,,,,,52425,
8521090,Orphan,,Others-orphan,,135213,
8772678,,,,,6874,
8675928,Roughly traced,,Irrelevant,,10680512,
8703687,,,,,5307,
8702821,,,,,9815,
8809821,,,,,11,
8705168,,,,,10748,
8824526,,,,,1081,
8767861,,,,,27562,
8705823,Orphan,,Others-orphan,,6793,
8690686,,,,,162196,
8773657,,,,,39070,
8774828,Orphan,,Others-orphan,,271873,
8770710,,,,,12123,
8770382,,,,,29455,
59501162,,,,,2385,
8263377,Orphan,,Others-orphan,,84568,
8413943,,,,,2934,
8408402,,,,,57276,
8411081,,,,,3862,
8470820,,,,,432,
8520448,,,,,2085,
8582304,,,,,4126,
8552226,,,,,17,
8581944,,,,,8482,
8520047,,,,,1151,
8447683,,,,,267790,
8465463,,,,,30837,
8584280,,,,,2908,
8713176,,,,,1685,
9891156,Traced,FALSE,PPL1-05-A,PPL1-05,254224736,
8708371,,,,,1030,
8775573,,,,,41122,
8782753,,,,,20629,
8778391,,,,,6008,
8712535,,,,,5544,
8714181,,,,,5672,
8715688,Orphan,,Others-orphan,,18814,
200015515,,,,,11209,
8775729,,,,,16286,
200015254,,,,,28814,
200015256,,,,,9944,
8196428,Traced,FALSE,PPL1-05-B,PPL1-05,259677917,
59502843,,,,,31624,
59502620,,,,,695,
59502160,,,,,14850,
59503326,,,,,21770,
59506871,,,,,81,
59506565,,,,,2875,
59504467,,,,,15788,
59508121,,,,,431,
59507547,,,,,1828,
59507901,,,,,1433,
8411931,,,,,313091,
8417602,Roughly traced,,KC-alpha prime,,22810168,
8411171,,,,,167194,
8419392,,,,,16168,
8416618,,,,,583,
8443329,0.5assign,,,,194268,
8629857,,,,,9082,
8473893,,,,,3527,
8525097,,,,,1365,
8626087,Roughly traced,,KC-alpha prime,,20699736,
8632411,,,,,38323,
8629154,Roughly traced,,KC-alpha prime,,26317449,
8528118,,,,,994,
8590943,,,,,10666,
8592616,,,,,30771,
8837599,,,,,25972,
8787017,,,,,6688,
8809829,,,,,3001,
8835289,,,,,9602,
8780965,,,,,12102,
8719611,Orphan,,Others-orphan,,17035,
8783009,,,,,3637,
8886271,,,,,1635,
8831648,,,,,8408,
8266931,,,,,6780,
8319141,,,,,4350,
8370241,,,,,9751,
8371742,,,,,1157,
8636273,,,,,9413,
8536346,,,,,1795,
200004661,,,,,231,
138208273,Roughly traced,,KC-alpha prime,,35501336,
8844994,Orphan,,Others-orphan,,13751,
8676998,,,,,10160,
8842529,,,,,12852,
8839586,Roughly traced,,KC-alpha prime,,17746932,
8790000,,,,,3449,
8842656,,,,,9804,
8727212,,,,,14643,
8845530,,,,,9207,
8841369,,,,,741,
8790681,,,,,4879,
8872090,,,,,773,
8871905,,,,,9191,
8872312,,,,,9889,
8871854,,,,,1824,
8795057,,,,,49354,
8321518,,,,,45824,
8377882,Orphan,,Others,,59183,
8427254,,,,,42857,
8429961,Orphan,,Others-orphan,,30709,
8323472,,,,,28818,
8383446,,,,,4446,
8427288,Orphan,,Others-orphan,,22724,
8482357,,,,,4321,
8541212,,,,,421,
8539915,,,,,13224,
5511198,Roughly traced,,KC-alpha prime,,26517692,
8660704,Leaves,TRUE,,,14298893,
8659017,,,,,55225,
8659015,,,,,309,
8732424,,,,,6963,
8846773,,,,,919,
8796002,,,,,3787,
8793465,,,,,24431,
8678980,,,,,12863,
8853247,,,,,1491,
8842475,Leaves,TRUE,Others,,22229360,
8862629,Roughly traced,,KC-alpha prime,,18645471,
8734143,,,,,10612,
8846704,,,,,18291,
8732591,,,,,12394,
8849903,Leaves,TRUE,Others-alpha prime,,15627688,
8796647,,,,,2230,
8796426,,,,,2147,
8849803,Roughly traced,,Others,,4788651,
8843529,,,,,18074,
8845563,,,,,82441,
8734668,,,,,59833,
9606533,Leaves,TRUE,Others,,4676354,
8854407,,,,,16913,
8882987,,,,,2991,
8384728,,,,,4353,
8383936,Orphan,,Others-orphan,,27039,
8328834,Orphan,,Others-orphan,,10852,
8997934,,,,,2745,
9230282,,,,,2706,
9345475,,,,,2235,
8662394,Roughly traced,,KC-alpha prime,,16558932,
9807348,Roughly traced,,KC-alpha prime,,15838863,
8094979,Roughly traced,,Others-alpha prime,,30433768,
9346238,,,,,2582,
9503945,,,,,1554,
9659079,,,,,7375,
8842697,Orphan,,Others-orphan,,249074,
8851137,Roughly traced,,Others-alpha prime,,38223576,
8851123,Leaves,TRUE,Others,,13491490,
8862577,Traced,FALSE,MBON-11-L,MBON-11,23146820,
9681715,,,,,3204645,
9657839,,,,,1176,
8856195,,,,,23774,
8737018,Orphan,,Others-orphan,,97415,
8737854,,,,,2483,
8802428,Orphan,,Others-orphan,,16828,
200012568,,,,,16535,
200012566,,,,,3361,
8807443,,,,,1940,
8884690,,,,,2795,
8882945,,,,,22492,
59664850,,,,,1209,
8858220,,,,,15699,
8813999,Orphan,,Others-alpha prime orphan,,9820000,
8887088,,,,,6688,
8884447,,,,,32899,
8887091,,,,,2663,
8883122,Orphan,,Others-orphan,,78576,
8884073,Orphan,,Others-orphan,,298080,
8883444,Orphan,,Others-orphan,,170762,
8883408,Orphan,,Others-orphan,,114025,
8883010,Leaves,TRUE,Others,,22657739,
8883864,Orphan,,Others-orphan,,71975,
8727027,,,,,256989,
8388736,,,,,256852,
8928360,,,,,35745,
8890443,Orphan,,Others-orphan,,212741,
8929499,Orphan,,Others-orphan,,6442,
8928294,,,,,28267,
9002072,,,,,3295,
9005152,,,,,1755,
9003282,,,,,1258,
9115359,,,,,46924,
9005009,,,,,1578,
9001918,,,,,1800,
9002818,,,,,1697,
9003016,,,,,2573,
9002942,,,,,981,
9118991,,,,,650,
9118191,,,,,3006,
9119857,,,,,2913,
9185523,Orphan,,Others-orphan,,157598,
9806172,Roughly traced,,KC-alpha prime,,26141102,
9286481,,,,,2437,
5528411,Roughly traced,,KC-alpha prime,,21334563,
9411094,,,,,8932,
9347796,,,,,3368,
9354005,,,,,1244,
9592862,,,,,14737,
9660567,,,,,10778,
9661594,Orphan,,Others-orphan,,7504,
9505108,,,,,1447,
9660047,,,,,1815,
9537010,,,,,1360,
9533375,,,,,1141,
9659821,,,,,38552,
65365998,,,,,2454,
65367220,,,,,5582,
65366262,,,,,1839,
9533694,,,,,2700,
9660919,,,,,16268,
9598353,,,,,9236,
9595632,,,,,3564,
8895311,,,,,2663,
8930476,,,,,122797,
9790633,Roughly traced,,Irrelevant,,38107331,
9008620,,,,,91362,
9122626,Orphan,,Others-orphan,,6708,
9009223,,,,,25310,
9006986,,,,,3054,
9006555,,,,,3996,
9011386,,,,,5102,
9005903,,,,,5823,
9122073,,,,,3242,
9059974,,,,,3994,
9113429,,,,,146069,
9288434,,,,,669,
9242150,,,,,6228,
9240423,,,,,124,
9507320,,,,,1234,
9542446,,,,,3765,
9606080,,,,,14646,
9543567,,,,,13387,
9599325,,,,,14339,
9545105,,,,,1210,
9544264,,,,,3022,
9545114,,,,,4552,
9538432,,,,,19690,
9663848,,,,,4887,
8864041,,,,,948876,
8853684,0.5assign,,,,344136,
9539921,,,,,24695,
9665547,,,,,8092,
9599368,Orphan,,Others-orphan,,35544,
9663104,,,,,7099,
9598482,,,,,135554,
9601830,,,,,2145,
9601848,,,,,3588,
8939579,Roughly traced,,Others,,9214478,
8900049,,,,,7074,
8899926,,,,,1826,
9011769,,,,,5365,
9068027,,,,,461,
9011208,,,,,1240,
9183280,Orphan,,Others-orphan,,171991,
9176467,,,,,1069860,
9182023,Leaves,TRUE,KC-alpha prime,,11458779,
9247443,,,,,1633,
9361153,,,,,8701,
9369474,,,,,4041,
9365169,Orphan,,Others-orphan,,18916,
9240240,,,,,23351,
9244933,,,,,2532,
9295791,,,,,3547,
9367539,,,,,248,
9352834,Roughly traced,,Irrelevant,,1335826,
9436419,,,,,3068,
9552597,,,,,849,
9506723,,,,,229056,
9511277,,,,,7254,
9669738,,,,,6875,
9509747,,,,,10857,
9511739,,,,,2052,
9550464,,,,,4521,
9545815,,,,,2854,
9552233,,,,,2761,
9584165,,,,,5,
9615263,,,,,3990,
9608159,,,,,42459,
9663748,,,,,354571,
9669554,,,,,24988,
8892109,,,,,1806803,
9018351,,,,,2823,
9141460,,,,,8624,
9073654,,,,,1823,
9205480,,,,,184089,
9090697,Roughly traced,,Irrelevant,,2865882,
9188995,,,,,955548,
9019404,,,,,732,
9141394,,,,,10877,
9375880,,,,,1725,
9249600,,,,,3675,
9492711,,,,,20468,
9493817,,,,,2289,
9553840,,,,,864,
9371130,Orphan,,Others,,6456,
9553972,,,,,2348,
9677202,,,,,2804,
9675735,,,,,8257,
8952475,Orphan,,,,18682,
8947933,Orphan,,Others-orphan,,23562,
8905338,Roughly traced,,MBON-13,,395506464,
63179415,Orphan,,Others-orphan,,2563855,
63809177,,,,,14330,
63808707,,,,,1804,
8910620,,,,,3339,
63809182,,,,,2629,
8978448,,,,,4893,
8907752,,,,,2024,
9146799,,,,,4358,
9027173,,,,,989,
9023915,,,,,2032,
9086152,,,,,1412,
9311458,,,,,3906,
12590348,,,,,7487,
9201347,,,,,15195,
9445816,,,,,5245,
9449422,,,,,7013,
9446364,,,,,17118,
9444852,,,,,36145,
9379090,,,,,6261,
9378518,,,,,51654,
9562059,,,,,4611,
9680220,,,,,1353,
9679336,,,,,18703,
9561843,,,,,12987,
9560488,,,,,4932,
160856175,,,,,2835543,
8913038,,,,,1000,
200004885,,,,,952099,
9151427,Orphan,,Others-orphan,,53072,
9088325,Orphan,,Others-orphan,,18337,
9150942,Orphan,,Others-orphan,,50898,
9089531,,,,,4684,
9194994,,,,,81397,
9673514,Roughly traced,,Others,,41623414,
9325657,,,,,390,
9390418,,,,,19201,
9451667,Orphan,,,,28389,
9462010,Orphan,,Others-orphan,,57605,
9458486,Orphan,,Others-orphan,,50960,
9636465,,,,,5700,
9683465,Leaves,TRUE,Others,,16924185,
9683858,,,,,1582,
65487700,,,,,4209,
65486604,,,,,2901,
65487026,,,,,2239,
9629031,Leaves,TRUE,Others,,79944,
65474066,,,,,914885,
65484137,,,,,49354,
65483968,,,,,4775,
65484053,,,,,1905,
65438405,0.5assign,,,,3502104,
65481845,,,,,34055,
65487374,,,,,171648,
65487393,,,,,31503,
63841749,,,,,8525,
8986925,,,,,2052,
8959449,,,,,1308,
9770655,,,,,301177,
8960130,,,,,6703,
9162587,,,,,2288,
9044473,,,,,11,
9153365,,,,,19238,
9206881,,,,,2044,
9207105,Orphan,,Others-orphan,,66094,
9034360,,,,,10172,
9038556,,,,,1322,
9162398,,,,,15896,
9161308,,,,,2471,
9267427,,,,,1767,
9480311,,,,,7,
9392803,,,,,26933,
9326824,,,,,1284,
9469913,,,,,6476,
9463095,,,,,8238,
9393077,,,,,25029,
9685022,,,,,43580,
9642215,Orphan,,Others-orphan,,22748,
9472593,Orphan,,Others-orphan,,27021,
9684976,,,,,5692,
9684573,,,,,5411,
9466359,Roughly traced,,Others-alpha prime,,20349855,
9687557,,,,,19596,
64921820,,,,,59475,
64915309,,,,,24947,
9574749,Orphan,,Others-orphan,,12451,
64919299,,,,,5018,
64920962,,,,,5311,
64918024,,,,,35627,
64920580,,,,,9078,
64919561,,,,,38893,
64918475,,,,,17993,
9573832,Orphan,,Others-orphan,,30250,
9646288,Orphan,,Others-orphan,,9909,
9770300,,,,,1395,
8447102,Roughly traced,,KC-alpha prime,,21609346,
200011918,,,,,39038,
9165731,,,,,2925,
9180304,Roughly traced,,KC-alpha prime,,13981240,
9165002,,,,,1679,
9812945,,,,,30172,
9042602,,,,,624,
9040862,,,,,2956,
9213144,,,,,10526,
9268856,,,,,2276,
9270617,,,,,3269,
9474101,,,,,15143,
9471733,,,,,18802,
10387682,,,,,2376,
10386090,,,,,3274,
9688676,,,,,13883,
9688633,,,,,3333,
9688029,,,,,9396,
9688122,,,,,11187,
9688685,,,,,8246,
10389466,Orphan,,Others-orphan,,13666,
10454312,,,,,4631,
10454225,,,,,11921,
9580762,Orphan,,Others-orphan,,61048,
9675539,,,,,52318,
9580772,,,,,6238,
9651247,,,,,14307,
9724714,Orphan,,Others-orphan,,41863,
9878175,,,,,4740,
9938741,,,,,2322,
9936831,,,,,15311,
9939072,,,,,2228,
9817623,Orphan,,Others-orphan,,21024,
9976425,Orphan,,Others-orphan,,253734,
10051856,,,,,1043,
10179932,Orphan,,Others-orphan,,10132,
10244321,,,,,6486,
10243311,,,,,2349,
10110918,,,,,4523,
10114607,,,,,13676,
10181203,,,,,573,
10181982,,,,,850,
10185296,Orphan,,Others-orphan,,19984,
200002306,,,,,1625,
10380426,,,,,42,
10333039,Orphan,,Others-orphan,,14753,
10455419,,,,,12647,
10389430,Orphan,,Others-orphan,,21895,
10392515,,,,,8138,
10389761,,,,,4670,
10380422,,,,,8,
9695501,,,,,1132,
70236220,,,,,1749,
8107808,Leaves,TRUE,KC-alpha prime,,19016457,
400644405,,,,,2684,
10188137,,,,,4443,
10253377,,,,,7118,
10185894,,,,,2154,
10184910,,,,,1502,
10062128,,,,,4963,
10459134,,,,,17999,
10344002,,,,,1950,
10461596,,,,,5824,
200015409,Roughly traced,,KC-alpha prime,,58521698,
10315435,,,,,30301,
10245605,Roughly traced,,Others-alpha prime,,106584554,
71873994,,,,,9943,
71212388,,,,,24773,
71875380,,,,,7944,
71873645,,,,,2242,
10339707,,,,,7265,
71870040,,,,,3524,
71866652,,,,,7221,
71867966,,,,,6654,
71869518,,,,,12091,
70748745,,,,,6593376,
71870759,,,,,16789,
71870050,,,,,1845,
71863771,,,,,22258,
71873403,,,,,1744,
71871284,,,,,24159,
71873169,,,,,8306,
71872499,,,,,10856,
71872390,,,,,31495,
71874742,,,,,4097,
71874124,,,,,2553,
71872727,,,,,5540,
71871507,,,,,7229,
71867734,,,,,31545,
71874268,,,,,9233,
71865135,,,,,16931,
71874019,,,,,2650,
71874888,,,,,9949,
9697098,,,,,9976,
9886174,,,,,60135,
9702090,,,,,174242,
9891062,,,,,978,
9891532,Orphan,,Others-orphan,,22019,
9956536,,,,,3504,
9958292,,,,,15360,
10011689,,,,,1545,
200004872,,,,,690,
10014891,,,,,2530,
10013273,,,,,5259,
10012879,,,,,67678,
10194170,,,,,5470,
10121034,,,,,10893,
10122684,Orphan,,Others-orphan,,28603,
10407422,,,,,3017,
10316361,,,,,45152,
10347900,,,,,611,
10351294,,,,,4207,
71213066,,,,,13250,
71873536,,,,,13599,
71876393,,,,,6395,
10409880,,,,,1128,
71870784,,,,,20340,
71873675,,,,,8620,
65594696,Roughly traced,,Others-alpha prime,,34239344,
9740603,,,,,4091,
9703092,,,,,1643,
9783423,,,,,18034,
9837110,,,,,455,
9836314,,,,,2703,
9894366,,,,,11426,
10015755,,,,,233,
10015464,,,,,4440,
9899150,,,,,1561,
200014669,,,,,41810,
10270246,,,,,8340,
10199310,,,,,2049,
10268549,,,,,5485,
10135613,,,,,13576,
10201633,,,,,4896,
10135129,,,,,1461,
10197764,,,,,687,
10197049,,,,,7165,
200012024,,,,,110879,
10200652,,,,,2083,
200014334,,,,,537,
71215932,,,,,11941,
10472186,,,,,13191,
71217271,,,,,4857,
9808582,Roughly traced,,Others-alpha prime,,34381514,
71216997,,,,,14326,
71214162,,,,,56262,
71219118,,,,,1991,
71214741,,,,,647472,
10414513,Orphan,,Others-orphan,,42664,
10356540,,,,,2918,
10360130,,,,,4939,
71872655,,,,,116435,
71814999,,,,,500285,
71888325,,,,,63764,
71886607,,,,,8532,
71821459,,,,,2590,
71820000,,,,,14830,
71822060,,,,,53229,
71817795,,,,,2175949,
71820306,,,,,4173,
9745129,Orphan,,Others-orphan,,29703,
9705570,,,,,3975,
9903826,,,,,506,
9904441,,,,,4064,
9709694,Orphan,,Others-orphan,,241187,
9840577,Roughly traced,,Others-alpha prime,,19050450,
9902598,,,,,949,
9842549,,,,,12886,
9841713,Roughly traced,,Irrelevant,,2864572,
10020550,,,,,6138,
9807369,0.5assign,,,,2121721,
9956588,Roughly traced,,Irrelevant,,592958,
9965016,,,,,15350,
9841899,,,,,7148,
9967459,Orphan,,Others-orphan,,65552,
10024181,,,,,1577,
10077373,,,,,28085,
10077484,Leaves,TRUE,Others,,48708,
200014884,,,,,3365,
10359695,,,,,622,
10423020,,,,,11602,
71219734,,,,,27959,
10426636,,,,,3238,
10420021,Orphan,,Others-orphan,,39213,
71220680,,,,,29182,
71221012,,,,,12297,
10429443,,,,,4259,
10424421,,,,,4205,
10422964,,,,,4389,
9749326,Orphan,,Others-orphan,,53078,
9706740,,,,,26619,
9708439,,,,,15025,
9850896,,,,,4215,
9846226,,,,,34081,
9848068,,,,,1618,
9847831,,,,,6337,
9849507,,,,,2652,
9849510,,,,,17411,
9705618,Orphan,,Others-orphan,,145497,
9977299,,,,,11963,
9994062,,,,,9,
9978002,Orphan,,Others-orphan,,24523,
10024697,,,,,51382,
9977479,Orphan,,Others-orphan,,57893,
10029571,,,,,7030,
9847294,,,,,1610,
9971287,,,,,8002,
9851613,,,,,1830,
9851612,Orphan,,Others-orphan,,94058,
9865250,,,,,5,
10101593,,,,,7,
11041837,Roughly traced,,Irrelevant,,1500672,
10281271,Orphan,,Others-orphan,,21193,
200013424,,,,,16070,
10151213,,,,,1713,
10215762,,,,,6089,
10227420,,,,,80616,
10428251,,,,,22621,
10368378,,,,,2676,
10436802,,,,,1232,
10369307,Orphan,,Others-orphan,,16903,
9713013,,,,,3177,
9756434,,,,,14131,
9708108,,,,,61714,
9712273,,,,,14278,
9987608,,,,,3178,
10038812,,,,,11668,
9850367,,,,,5395,
9853554,,,,,2361,
10032979,,,,,1787,
10034523,,,,,14609,
9853122,,,,,10875,
10036088,Orphan,,Others-orphan,,20103,
10032394,,,,,9922,
10092191,,,,,784,
10080270,Leaves,TRUE,Others,,57589,
10092788,,,,,285,
10092090,,,,,9675,
10090198,0.5assign,,,,8440,
10218599,,,,,21106,
10294743,,,,,3473,
10225977,,,,,9576,
10293613,,,,,6696,
10155651,,,,,6649,
10220391,,,,,4581,
10294812,Orphan,,Others-orphan,,31420,
10439943,,,,,6161,
10438546,Orphan,,Others-orphan,,26647,
10444261,,,,,51922,
10372443,,,,,3360,
10440596,,,,,2512,
9765016,,,,,23697,
9714974,,,,,8159,
10500366,Orphan,,Others-orphan,,78501,
9800616,,,,,27936,
10553344,,,,,1632,
9809139,,,,,40413,
9808382,,,,,25977,
9800053,,,,,142941,
9808791,,,,,8059,
10038537,,,,,2768,
10689017,Orphan,,Others-orphan,,20881,
9991273,,,,,42607,
10574769,Roughly traced,,non-KC,,6496884,
11036396,,,,,894,
10887688,,,,,23359,
9989013,,,,,4571,
10038900,,,,,17466,
11035219,,,,,6842,
9991981,,,,,26243,
10961679,,,,,1799,
10814934,,,,,11835,
9863242,,,,,18330,
10094416,,,,,12169,
10094429,,,,,47483,
10884080,,,,,17863,
10165799,,,,,2213,
11195835,,,,,279,
10293978,,,,,13053,
10098982,,,,,13178,
10165973,,,,,20761,
10230908,,,,,2802,
10165549,,,,,1859,
11276601,,,,,1559,
11125724,,,,,5002,
10166994,,,,,10940,
11125447,,,,,364,
11125111,,,,,3809,
11124590,,,,,768,
10502394,,,,,15209,
10500815,,,,,3639,
10503379,,,,,2328,
10619338,,,,,727,
10554763,,,,,1913,
10692102,,,,,11729,
10761015,,,,,45766,
10556696,,,,,2007,
10691504,,,,,22437,
10764492,,,,,1362,
10816612,,,,,10692,
77763190,,,,,3477,
10891516,,,,,4207,
10967447,Orphan,,Others-orphan,,63085,
10892494,,,,,4352,
10963341,,,,,6501,
10966256,,,,,63444,
10887612,,,,,2670,
11286526,,,,,27734,
11127880,,,,,4391,
200012958,,,,,15119,
11280400,,,,,3187,
11322938,,,,,1269,
10504128,Orphan,,Others-orphan,,13799,
10560276,0.5assign,,,,2724,
10627421,Orphan,,Others-orphan,,14068,
10897550,,,,,3173,
10975072,,,,,2099,
11095048,,,,,18,
10901916,Orphan,,Others-orphan,,12017,
10894401,Orphan,,Others-orphan,,59316,
11045915,,,,,1934,
11140929,,,,,1884,
11143545,,,,,3622,
11140391,,,,,2135,
11286911,,,,,12947,
11141966,,,,,11527,
11209108,Orphan,,Others-orphan,,21169,
11143190,,,,,80372,
10711102,Orphan,,Others-orphan,,15223,
10709581,Orphan,,Others-orphan,,7169,
10708175,,,,,2249,
10629317,,,,,14145,
10708050,,,,,3615,
10566342,Orphan,,Others-orphan,,16626,
200014769,,,,,1252721,
10633291,,,,,9564,
10637917,,,,,3212,
10712498,,,,,8741,
10563755,Orphan,,Others-orphan,,109707,
10911122,,,,,1947,
10833046,,,,,19669,
10902122,,,,,2543,
10983001,,,,,5173,
11050486,,,,,8384,
11055510,,,,,3858,
11210927,Orphan,,Others-orphan,,38549,
11296066,,,,,10507,
11295515,,,,,26766,
11147655,,,,,1945,
11295323,,,,,24983,
11293370,Orphan,,Others-orphan,,24867,
11298665,,,,,4792,
11220443,,,,,1548,
11222409,,,,,222,
11151430,,,,,1255,
11151616,,,,,25721,
10490152,,,,,32502,
77231295,,,,,1420,
200013283,,,,,6369,
10719141,Orphan,,Others-orphan,,50455,
77683057,Orphan,,Others-orphan,,342345,
77712687,,,,,2899,
70227401,Orphan,,Others-orphan,,309051,
77717163,Orphan,,Others-orphan,,10126,
77686182,Orphan,,Others-orphan,,118327,
17159725,Leaves,TRUE,Others,,87198039,
200000162,,,,,1327,
200014455,,,,,513,
10992635,,,,,3333,
10989622,,,,,1709,
10837889,,,,,6007,
10838958,,,,,14036,
11061558,,,,,1081,
11062174,,,,,22399,
10839904,,,,,8903,
10915608,Orphan,,Others-orphan,,14488,
10922576,,,,,23013,
10988588,,,,,8337,
11065560,,,,,1781,
10991420,,,,,4757,
10991286,,,,,2019,
160856161,,,,,5711414,
