body,statusLabel,cropped,instance,type,size,name
1204246,,,,,1640,
4365788,Roughly traced,,KC-any,KC-any,18205968,
5948761,Roughly traced,,KC-s,KC-s,28026305,
938551,Orphan,,Others-orphan,,38490,
857154,Roughly traced,,KC-any,KC-any,18561909,
38169,,,,,621690,
949059,Roughly traced,,KC-c,KC-c,16047251,
2842852,Roughly traced,,KC-s,KC-s,26509580,
846777,Roughly traced,,KC-s,KC-s,19503954,
2505909,Roughly traced,,KC-c,KC-c,16799165,
1026470,,,,,1370,
6129510,Roughly traced,,KC-s,KC-s,27716167,
2714625,0.5assign,,,,12675803,
1031014,,,,,2413,
581401,Roughly traced,,KC-s,KC-s,25573080,
603628,Roughly traced,,KC-s,KC-s,24093949,
200013851,,,,,1377,
1273644,Roughly traced,,KC-s,KC-s,26524982,
941844,Roughly traced,,KC-any,KC-any,19069159,
474490,Roughly traced,,KC-s,KC-s,18073748,
1122872,Orphan,,Others-orphan,,14655,
6462235,Roughly traced,,KC-any,KC-any,17745869,
1565348,Roughly traced,,KC-s,KC-s,28657907,
1137790,Roughly traced,,KC-any,KC-any,12681592,
4700593,Roughly traced,,KC-any,KC-any,18010546,
4496048,Roughly traced,,KC-s,KC-s,21716273,
1368242,Roughly traced,,KC-s,KC-s,23599247,
775287,Roughly traced,,KC-any,KC-any,23649062,
2461995,Roughly traced,,KC-s,KC-s,21564605,
1607549,Orphan,,Others-orphan,,34558,
1281331,Roughly traced,,KC-s,KC-s,24928922,
1408375,Roughly traced,,KC-s,KC-s,28411456,
1378569,Roughly traced,,KC-s,KC-s,25637569,
688631,Roughly traced,,KC-s,KC-s,22303548,
971243,Roughly traced,,KC-s,KC-s,20836136,
472960,Roughly traced,,KC-s,KC-s,20012984,
1541165,,,,,88008,
1518018,,,,,5,
1544001,,,,,78856,
1485704,Roughly traced,,KC-s,KC-s,19295730,
2239358,Roughly traced,,KC-s,KC-s,31283006,
2259151,Roughly traced,,KC-s,KC-s,38558849,
1313210,Roughly traced,,KC-s,KC-s,26669662,
1291630,Roughly traced,,KC-s,KC-s,24739471,
1581562,Roughly traced,,KC-s,KC-s,19698457,
426722,Roughly traced,,KC-s,KC-s,30387063,
4201751,Roughly traced,,KC-any,KC-any,16593728,
447004,,,,,1935,
450287,Roughly traced,,KC-s,KC-s,18374025,
898132,Roughly traced,,KC-s,KC-s,27801486,
26556,Roughly traced,,KC-any,KC-any,19835571,
447972,Roughly traced,,KC-s,KC-s,26763011,
988517,Roughly traced,,KC-s,KC-s,25098145,
989023,Roughly traced,,KC-s,KC-s,23343999,
8404861,Roughly traced,,KC-any,KC-any,20472888,
742812,Roughly traced,,KC-any,KC-any,17006594,
736669,,,,,1433,
573394,,,,,2214,
572193,Roughly traced,,KC-c,KC-c,13708117,
814782,Orphan,,Others-orphan,,17212,
816347,Orphan,,Others-orphan,,51343,
814315,,,,,5914,
822253,Roughly traced,,KC-any,KC-any,19798547,
1039553,Roughly traced,,KC-c,KC-c,14563474,
736504,Roughly traced,,KC-c,KC-c,16397662,
728767,,,,,11301,
744948,Roughly traced,,KC-any,KC-any,24125165,
647954,Orphan,,Others-orphan,,24323,
655718,Roughly traced,,KC-c,KC-c,13898800,
538034,Roughly traced,,KC-s,KC-s,20985544,
536578,Roughly traced,,KC-s,KC-s,29052062,
653236,,,,,11485,
653260,Orphan,,Others-orphan,,19533,
876413,Roughly traced,,KC-s,KC-s,21073478,
400640679,,,,,23540,
514899,Roughly traced,,KC-s,KC-s,18399414,
13920695,Roughly traced,,KC-c,KC-c,16745170,
1217125,Roughly traced,,KC-any,KC-any,15972847,
876629,,,,,2067,
740612,Roughly traced,,KC-any,KC-any,18145772,
648007,,,,,38080,
739221,,,,,2505,
738306,,,,,1665,
139957858,Roughly traced,,KC-any,KC-any,14060266,
200002898,,,,,13431,
814197,,,,,1762,
1121660,,,,,4044,
574106,Roughly traced,,KC-c,KC-c,14380164,
1120948,Roughly traced,,KC-c,KC-c,16964081,
1208500,Roughly traced,,KC-c,KC-c,15630914,
1209341,,,,,4084,
1207802,Orphan,,Others-orphan,,26313,
1122521,Orphan,,Others-orphan,,78368,
1208227,,,,,2986,
596067,Roughly traced,,KC-s,KC-s,19780209,
1044051,,,,,1739,
1047275,Roughly traced,,KC-c,KC-c,16754407,
13315595,Roughly traced,,KC-c,KC-c,18112851,
2884361,Roughly traced,,KC-any,KC-any,19899329,
1045218,Roughly traced,,KC-c,KC-c,14161813,
1211784,Roughly traced,,KC-s,KC-s,20421828,
958897,Roughly traced,,KC-s,KC-s,21045704,
1131028,,,,,5640,
4263055,Roughly traced,,KC-any,KC-any,17890186,
7819510,Roughly traced,,KC-c,KC-c,14279161,
1214575,Roughly traced,,KC-s,KC-s,46068759,
1213354,,,,,1642,
1044124,,,,,2237,
1276833,,,,,2079,
1218470,Roughly traced,,KC-s,KC-s,18108939,
1577210,Roughly traced,,KC-s,KC-s,42595722,
1051107,Orphan,,,,100094,
1041982,Roughly traced,,KC-s,KC-s,21589113,
1033180,,,,,27097,
964053,Roughly traced,,KC-s,KC-s,14523651,
1553556,,,,,3519,
480111,Roughly traced,,KC-s,KC-s,22062393,
7477644,Roughly traced,,KC-any,KC-any,15433016,
1413886,Roughly traced,,KC-s,KC-s,23005064,
4770010,Roughly traced,,KC-any,KC-any,16256412,
970088,Roughly traced,,KC-s,KC-s,26687024,
835876,Roughly traced,,KC-s,KC-s,21904933,
1518027,,,,,3829,
1581325,Roughly traced,,KC-s,KC-s,24675317,
1384494,,,,,1423,
1468822,,,,,1073,
4638040,Roughly traced,,KC-s,KC-s,21256127,
1555906,,,,,342,
476263,Roughly traced,,KC-s,KC-s,21092845,
2369904,Roughly traced,,KC-c,KC-c,16625401,
978218,Roughly traced,,KC-s,KC-s,23974574,
1566898,Roughly traced,,KC-s,KC-s,29287931,
2531529,Roughly traced,,KC-s,KC-s,32823745,
1946790,Roughly traced,,KC-s,KC-s,19472515,
420489,Roughly traced,,KC-s,KC-s,28554805,
459282,,,,,2099,
200004501,,,,,21144,
457479,,,,,2789,
2784736,Roughly traced,,KC-any,KC-any,23340344,
1850350,Roughly traced,,KC-s,KC-s,21929521,
750900,Roughly traced,,KC-c,KC-c,15826622,
3887937,Roughly traced,,KC-any,KC-any,21105025,
750899,,,,,1167,
8348174,Roughly traced,,KC-c,KC-c,13894044,
656818,Roughly traced,,KC-any,KC-any,17069712,
885569,Roughly traced,,KC-any,KC-any,22877962,
576671,,,,,1410,
2290244,Roughly traced,,KC-c,KC-c,14290427,
1896066,Roughly traced,,KC-s,KC-s,21098169,
1970455,Roughly traced,,KC-any,KC-any,16736112,
476601,Roughly traced,,KC-s,KC-s,20139132,
661508,,,,,395,
2298979,Orphan,,Others-orphan,,146036,
663107,Roughly traced,,KC-c,KC-c,14041035,
883239,,,,,11618,
1300753,Roughly traced,,KC-s,KC-s,22192830,
7511013,Roughly traced,,KC-c,KC-c,17067400,
831889,Orphan,,Others-orphan,,85113,
1216092,Roughly traced,,KC-any,KC-any,19176197,
1223810,,,,,2315,
3114965,Roughly traced,,KC-s,KC-s,25116674,
1280592,Roughly traced,,KC-s,KC-s,26792437,
200000480,,,,,3657,
888997,Roughly traced,,KC-s,KC-s,41178271,
889157,Roughly traced,,KC-s,KC-s,22109652,
1242458,Roughly traced,,KC-s,KC-s,22344519,
1218557,,,,,2921,
1047470,,,,,1239,
1571417,Roughly traced,,KC-s,KC-s,23429973,
3849327,Roughly traced,,KC-s,KC-s,23532531,
1957908,Roughly traced,,KC-s,KC-s,20305184,
1223427,,,,,2552,
1165301,Roughly traced,,KC-s,KC-s,27133377,
9053001,Roughly traced,,KC-c,KC-c,15817788,
1139880,Roughly traced,,KC-c,KC-c,13204853,
1280405,Orphan,,Others-orphan,,23697,
1227385,Roughly traced,,KC-any,KC-any,18489549,
7003237,Roughly traced,,KC-s,KC-s,19119632,
960660,Roughly traced,,KC-s,KC-s,19707620,
963336,,,,,89334,
1287442,Roughly traced,,KC-s,KC-s,21172131,
2481960,Roughly traced,,KC-s,KC-s,19917171,
1221380,,,,,997,
2398811,Roughly traced,,KC-any,KC-any,21008332,
4709963,Roughly traced,,KC-any,KC-any,18309379,
1223919,,,,,1105,
2491565,Roughly traced,,KC-s,KC-s,24704515,
2798850,Roughly traced,,KC-s,KC-s,21056485,
1615117,,,,,50726,
1615902,,,,,1947,
971760,Roughly traced,,KC-s,KC-s,23571455,
1239291,Roughly traced,,KC-s,KC-s,26047764,
3214048,Roughly traced,,KC-s,KC-s,23038786,
1151168,Roughly traced,,KC-any,KC-any,20711783,
1506213,Roughly traced,,KC-s,KC-s,31215844,
1331890,Roughly traced,,KC-s,KC-s,23911898,
3933817,Roughly traced,,KC-s,KC-s,18696269,
1572334,Roughly traced,,KC-s,KC-s,22883229,
2282016,Roughly traced,,KC-s,KC-s,23255638,
1575075,Roughly traced,,KC-s,KC-s,21676106,
4724665,Roughly traced,,KC-s,KC-s,19107145,
1399434,Roughly traced,,KC-s,KC-s,24200557,
1863402,Roughly traced,,KC-s,KC-s,29849656,
2760350,Roughly traced,,KC-s,KC-s,27449890,
1648930,Roughly traced,,KC-any,KC-any,24238824,
421491,Leaves,TRUE,Irrelevant,,6885087,
2257175,Roughly traced,,KC-s,KC-s,24958988,
499856,,,,,2543,
7969326,Roughly traced,,KC-c,KC-c,23683681,
1836740,Roughly traced,,KC-s,KC-s,22021932,
507335,,,,,127227,
507126,Roughly traced,,KC-c,KC-c,15062456,
2778865,Roughly traced,,KC-s,KC-s,24816474,
464395,Roughly traced,,KC-s,KC-s,23390510,
834960,Roughly traced,,KC-any,KC-any,15841307,
677264,0.5assign,,,,2229,
2338232,Roughly traced,,KC-s,KC-s,15840022,
837504,,,,,19107,
852767,Roughly traced,,KC-any,KC-any,20267376,
759490,,,,,1543,
2276192,Roughly traced,,KC-c,KC-c,17400418,
1816052,Roughly traced,,KC-s,KC-s,21068428,
3124721,Roughly traced,,KC-s,KC-s,20092755,
2378058,Roughly traced,,KC-any,KC-any,19344916,
890853,Roughly traced,,KC-s,KC-s,19162423,
754085,Roughly traced,,KC-any,KC-any,18604498,
842177,,,,,3005,
1147850,Roughly traced,,KC-c,KC-c,18540849,
200003470,,,,,29859,
591019,,,,,42307,
6302743,Roughly traced,,KC-c,KC-c,17827658,
760037,,,,,1333,
684297,Roughly traced,,KC-c,KC-c,17185813,
842689,,,,,1283,
848199,Roughly traced,,KC-c,KC-c,18445091,
900872,Roughly traced,,KC-s,KC-s,19315509,
893419,,,,,4047,
1848980,Roughly traced,,KC-s,KC-s,25570865,
668273,Orphan,,Others-orphan,,14692,
671293,Orphan,,orphan,,89344,
585982,,,,,7675,
669078,,,,,30385,
763151,,,,,2122,
1147474,Roughly traced,,KC-c,KC-c,14047684,
895128,Roughly traced,,KC-s,KC-s,25519533,
1057194,,,,,867,
1292685,,,,,1642,
973390,Roughly traced,,KC-s,KC-s,26091972,
1152560,Roughly traced,,KC-c,KC-c,17509248,
1147718,,,,,1616,
1591592,Roughly traced,,KC-s,KC-s,26897815,
1402174,Roughly traced,,KC-any,KC-any,22526594,
1047848,Roughly traced,,KC-s,KC-s,17858208,
1060617,,,,,1762,
1285539,Roughly traced,,KC-s,KC-s,28480419,
1235475,Roughly traced,,KC-s,KC-s,19878669,
1298588,Roughly traced,,KC-s,KC-s,23779966,
2232102,Roughly traced,,KC-s,KC-s,20975767,
603173,Roughly traced,,KC-s,KC-s,26245856,
1060506,Roughly traced,,KC-c,KC-c,14689885,
1147766,Roughly traced,,KC-any,KC-any,19119713,
1404589,,,,,3171,
1159077,Roughly traced,,KC-c,KC-c,17622250,
2544903,Roughly traced,,KC-s,KC-s,30312589,
1574351,Roughly traced,,KC-s,KC-s,25746403,
2464891,Roughly traced,,KC-s,KC-s,20502001,
1403889,Roughly traced,,KC-any,KC-any,16190242,
1497308,Orphan,,Others-orphan,,74593,
1404499,,,,,4803,
1572679,,,,,452386,
1403787,Orphan,,Others-orphan,,125879,
1497498,Roughly traced,,Others,,733321,
2943199,Roughly traced,,KC-s,KC-s,24515509,
2004006,Roughly traced,,KC-s,KC-s,25264553,
1810197,Roughly traced,,KC-s,KC-s,30558472,
473539,Roughly traced,,KC-s,KC-s,33580004,
468743,,,,,8863,
511867,Roughly traced,,KC-s,KC-s,18002796,
479881,Roughly traced,,KC-s,KC-s,31692585,
511133,,,,,2748,
506229,,,,,29103,
853554,Roughly traced,,KC-s,KC-s,19295382,
471603,Orphan,,Others-orphan,,18449,
1510819,Roughly traced,,KC-any,KC-any,19188056,
430270,,,,,25440,
771219,,,,,1949,
2243826,Roughly traced,,KC-s,KC-s,21822289,
900556,,,,,11683,
604144,Roughly traced,,KC-s,KC-s,22857538,
1248607,Roughly traced,,KC-s,KC-s,22113541,
898139,,,,,2785,
846849,Roughly traced,,KC-any,KC-any,19801473,
907320,Roughly traced,,KC-s,KC-s,22172653,
845998,,,,,1112,
481233,Roughly traced,,KC-s,KC-s,17726865,
2096391,Roughly traced,,KC-s,KC-s,24595514,
897723,,,,,2780,
688337,,,,,1752,
687614,Orphan,,Others-orphan,,30363,
774253,,,,,3746,
2203541,Roughly traced,,KC-s,KC-s,20111275,
593243,,,,,7877,
896719,Roughly traced,,KC-s,KC-s,26047910,
682798,Roughly traced,,KC-c,KC-c,15984488,
769272,,,,,3671,
1237843,Roughly traced,,KC-any,KC-any,21119788,
2082047,Roughly traced,,KC-any,KC-any,17179603,
6,Roughly traced,,KC-s,KC-s,28751621,
691612,Orphan,,Others-orphan,,43736,
4256108,Roughly traced,,KC-s,KC-s,17654395,
979848,,,,,11562,
980370,Traced,FALSE,SIFamide,SIFamide,53177773,
1237125,,,,,2090,
1236702,Roughly traced,,KC-any,KC-any,18808820,
1082253,Roughly traced,,KC-any,KC-any,29247706,
1292600,Roughly traced,,KC-p,KC-p,28354481,
5000802,Roughly traced,,KC-s,KC-s,45678462,
1162022,,,,,1210,
1295785,,,,,12015,
1298235,Roughly traced,,KC-s,KC-s,22572718,
2609271,Roughly traced,,KC-s,KC-s,31415346,
200001284,,,,,142568,
2089450,Traced,FALSE,MBON-11-R,MBON-11,79054690,
1502359,,,,,3095,
1623689,,,,,668,
3093046,Roughly traced,,KC-s,KC-s,26546965,
15460236,Roughly traced,,KC-s,KC-s,21235569,
1627616,Roughly traced,,KC-s,KC-s,24943804,
3292499,Roughly traced,,KC-s,KC-s,29090416,
3206508,Roughly traced,,KC-s,KC-s,19894418,
479047,Roughly traced,,KC-s,KC-s,24932748,
4260945,Roughly traced,,KC-any,KC-any,18045211,
1586988,,,,,174010,
3859989,Roughly traced,,KC-s,KC-s,20768938,
3219957,Roughly traced,,KC-s,KC-s,22956122,
2089114,Roughly traced,,KC-s,KC-s,28169920,
25335823,,,,,40315,
25334141,,,,,16190,
25331564,,,,,17371,
25330989,,,,,3745,
25328886,,,,,10207,
25333078,,,,,3894,
2234574,Roughly traced,,KC-s,KC-s,38860163,
2531953,Roughly traced,,KC-s,KC-s,25027282,
25983618,,,,,59588,
25335449,,,,,16410,
25336588,,,,,11934,
1503190,,,,,1498,
1662042,Roughly traced,,KC-s,KC-s,44396800,
1638862,Roughly traced,,KC-s,KC-s,25350900,
1969610,Roughly traced,,KC-s,KC-s,29028934,
1890123,,,,,2327,
1810481,Roughly traced,,KC-s,KC-s,22790789,
2453799,Roughly traced,,KC-s,KC-s,19052145,
1893002,,,,,1089,
513827,,,,,5063,
3789485,Roughly traced,,KC-s,KC-s,17789552,
694831,Roughly traced,,KC-any,KC-any,15198934,
5930988,Roughly traced,,KC-s,KC-s,24397795,
2444232,,,,,1574,
2040734,Roughly traced,,KC-s,KC-s,21441868,
776517,,,,,1735,
433387,Roughly traced,,KC-s,KC-s,26375572,
2362764,Orphan,,Others-orphan,,21319,
909598,Orphan,,Others-orphan,,16279,
200004120,,,,,33896,
200010041,,,,,149311,
200010308,,,,,18392,
3258535,Roughly traced,,KC-p,KC-p,27599860,
991922,Roughly traced,,KC-s,KC-s,27545683,
2362491,Roughly traced,,KC-c,KC-c,15220954,
2567040,Roughly traced,,Irrelevant,,2398801,
4269703,Roughly traced,,KC-c,KC-c,19266412,
2275001,,,,,2985,
2192318,,,,,2275,
2519569,,,,,2417,
2052113,Roughly traced,,KC-s,KC-s,40324319,
2148487,Roughly traced,,KC-s,KC-s,22629273,
2268024,,,,,9,
607376,,,,,1674,
858954,,,,,5279,
695463,,,,,4683,
2141761,Roughly traced,,KC-s,KC-s,25524810,
4315907,Roughly traced,,KC-s,KC-s,27758087,
4940913,Roughly traced,,KC-s,KC-s,25454834,
993069,,,,,1512,
364545,Roughly traced,,KC-s,KC-s,24404523,
1164208,,,,,9319,
2190069,,,,,245087,
1244023,,,,,1321,
2219226,Roughly traced,,KC-c,KC-c,14600483,
1083841,,,,,177537,
1310850,,,,,21239,
2748289,Roughly traced,,KC-any,KC-any,21891870,
8418849,Roughly traced,,KC-s,KC-s,18617359,
968104,Roughly traced,,KC-s,KC-s,20667498,
2973321,,,,,13525,
1252956,,,,,3,
2996102,Roughly traced,,KC-s,KC-s,35319252,
4736782,Roughly traced,,KC-s,KC-s,25679616,
2999001,Roughly traced,,KC-s,KC-s,25612352,
1313205,Roughly traced,,KC-s,KC-s,15427813,
1083780,,,,,41620,
2976633,,,,,12266,
1425276,Roughly traced,,KC-s,KC-s,20768827,
2655046,,,,,101840,
1685064,Roughly traced,,KC-s,KC-s,27149918,
2234224,Roughly traced,,KC-s,KC-s,22731559,
200013905,Orphan,,Others-orphan,,20408,
3114977,Roughly traced,,KC-s,KC-s,22600776,
4785824,Roughly traced,,KC-s,KC-s,22654219,
1630342,Roughly traced,,KC-s,KC-s,29235499,
1427976,0.5assign,,,,7108,
1511782,Roughly traced,,KC-s,KC-s,21419836,
2261309,Roughly traced,,KC-s,KC-s,28366004,
1426916,,,,,273728,
1438537,Roughly traced,,KC-s,KC-s,21511984,
3280948,,,,,32747,
3278321,,,,,2458,
1429598,Roughly traced,,KC-s,KC-s,23864654,
1596748,,,,,43249,
25340124,,,,,3750,
25342049,,,,,92060,
31513844,,,,,3012802,
25337357,,,,,15744,
25337766,,,,,422998,
25988904,,,,,7301,
1660423,Orphan,,Others-orphan,,14232,
3224973,Roughly traced,,KC-s,KC-s,39063355,
1661563,,,,,1661,
1660060,Roughly traced,,KC-s,KC-s,22440705,
1247446,Roughly traced,,KC-s,KC-s,19069967,
1974741,,,,,1929,
1929394,Roughly traced,,KC-s,KC-s,21754166,
1815598,,,,,7053,
2460672,Roughly traced,,KC-s,KC-s,19300552,
1974084,,,,,1187,
1975019,,,,,2558,
2466849,Roughly traced,,KC-s,KC-s,30402673,
430804,Orphan,,Others-orphan,,83723,
1971462,Roughly traced,,KC-s,KC-s,17967539,
1785436,Roughly traced,,KC-s,KC-s,24083507,
200013827,,,,,1140,
2194052,,,,,5039,
7326003,Roughly traced,,KC-any,KC-any,15234234,
1993396,Roughly traced,,KC-s,KC-s,21353207,
2444977,Roughly traced,,KC-s,KC-s,22727844,
2200484,,,,,1700,
2452852,,,,,2625,
2282547,,,,,6212,
1842304,Roughly traced,,KC-any,KC-any,19692510,
2367181,,,,,2125,
2307690,Roughly traced,,KC-any,KC-any,19844502,
2194470,,,,,5321,
2195447,,,,,12005,
2518569,,,,,16155,
2954820,Roughly traced,,KC-s,KC-s,27920341,
2367691,,,,,893,
2873259,Roughly traced,,KC-s,KC-s,19195561,
1061367,Roughly traced,,KC-c,KC-c,15729056,
200004140,,,,,1672,
2193650,Roughly traced,,KC-s,KC-s,25826929,
2840371,Roughly traced,,KC-c,KC-c,14332641,
200013795,,,,,10688,
2370579,,,,,955,
2095117,Roughly traced,,KC-s,KC-s,31828039,
2908621,,,,,2844,
2208603,Roughly traced,,KC-s,KC-s,21277039,
2631895,Roughly traced,,KC-s,KC-s,33834143,
2979428,,,,,94997,
1920947,Roughly traced,,KC-s,KC-s,31965057,
2656516,,,,,3384,
2322234,Roughly traced,,KC-c,KC-c,19802230,
2561467,Roughly traced,,KC-s,KC-s,28052280,
2614986,Roughly traced,,KC-s,KC-s,28260163,
2397844,Roughly traced,,KC-s,KC-s,19303091,
2653423,,,,,1741,
2655516,,,,,23166,
2808357,Roughly traced,,KC-s,KC-s,19076209,
31023092,,,,,1537,
31018056,,,,,33574,
24864901,,,,,2248246,
31023815,,,,,4495,
24870634,,,,,2098645,
2660968,,,,,980,
2785258,Roughly traced,,KC-s,KC-s,17693332,
2656015,Roughly traced,,KC-s,KC-s,26380422,
2914044,,,,,18045,
2908895,,,,,3749,
3364137,,,,,5976,
2010187,Roughly traced,,KC-s,KC-s,20468820,
3283472,,,,,802,
3282572,,,,,1917,
2701464,Roughly traced,,KC-s,KC-s,33698948,
3278242,,,,,15558,
3120588,,,,,20893,
4100420,Roughly traced,,KC-s,KC-s,23312794,
2074227,Roughly traced,,KC-s,KC-s,23133784,
3208111,,,,,11512,
2084327,Roughly traced,,KC-s,KC-s,24152202,
2114692,Roughly traced,,KC-s,KC-s,34027717,
147473646,Roughly traced,,KC-s,KC-s,29017282,
3029861,Roughly traced,,KC-s,KC-s,32180777,
1868993,Roughly traced,,KC-s,KC-s,21366755,
3279534,,,,,6367,
3117158,Orphan,,Others-orphan,,53167,
2217495,Roughly traced,,KC-s,KC-s,36958567,
3204689,,,,,7565,
3289930,,,,,4757,
2564390,Roughly traced,,KC-s,KC-s,28852431,
2164305,Roughly traced,,KC-s,KC-s,30820673,
4019012,Roughly traced,,KC-s,KC-s,27552461,
3208329,,,,,2987,
3178438,Roughly traced,,KC-s,KC-s,33161550,
3023890,Roughly traced,,KC-s,KC-s,23934023,
3287180,,,,,1112,
16607176,Roughly traced,,KC-s,KC-s,40790499,
3467325,,,,,212290,
3471825,Roughly traced,,Irrelevant,,23702,
1911495,,,,,3208,
2037912,,,,,17,
1736755,Roughly traced,,KC-s,KC-s,23730922,
1909071,Roughly traced,,KC-s,KC-s,20784719,
1824711,,,,,7602,
2530770,Roughly traced,,KC-s,KC-s,37158020,
1901726,,,,,2754,
1905156,,,,,240740,
1909127,,,,,1888,
2203290,Orphan,,Others-orphan,,38251,
2529498,,,,,1500,
2136375,,,,,92441,
2469206,Roughly traced,,KC-any,KC-any,19211699,
1826740,Orphan,,Others-orphan,,1088019,
2378028,,,,,1449,
2457840,,,,,10449,
2042602,Roughly traced,,KC-s,KC-s,24050005,
1670823,Roughly traced,,KC-s,KC-s,31191353,
2205190,Roughly traced,,KC-s,KC-s,17904311,
2289072,,,,,5498,
2382082,Roughly traced,,KC-any,KC-any,12429038,
2378044,,,,,3299,
1847884,Roughly traced,,KC-s,KC-s,26986172,
3236836,Roughly traced,,KC-s,KC-s,31286952,
1881272,Roughly traced,,KC-s,KC-s,28105115,
2866359,Roughly traced,,KC-any,KC-any,19764002,
1863703,Roughly traced,,KC-s,KC-s,17821329,
2178477,Roughly traced,,KC-s,KC-s,27036098,
2291509,Orphan,,Others-orphan,,27463,
2528600,,,,,7478,
4358080,Roughly traced,,KC-s,KC-s,34171992,
2353686,,,,,15,
2300490,Roughly traced,,KC-c,KC-c,15758286,
2293644,,,,,1620,
2208731,Orphan,,Others-orphan,,22131,
2463233,,,,,13155,
2527362,,,,,14124,
2663542,,,,,21874,
200003839,,,,,374385,
2619187,Roughly traced,,KC-s,KC-s,31615986,
2667691,,,,,2128,
160856320,,,,,35528,
2937736,Roughly traced,,KC-p,KC-p,25017433,
200004300,,,,,2527,
2917610,,,,,59558,
2915331,,,,,1563,
2749680,,,,,17438,
2835328,,,,,6603,
2985525,,,,,13743,
2988195,,,,,4593,
3139902,Roughly traced,,KC-s,KC-s,24134481,
2920474,,,,,63107,
2549594,Roughly traced,,KC-s,KC-s,24272562,
4147741,Roughly traced,,KC-s,KC-s,29064048,
2916995,Roughly traced,,KC-s,KC-s,23723379,
2986630,,,,,23082,
6697083,Roughly traced,,KC-s,KC-s,32174670,
3238793,Roughly traced,,KC-s,KC-s,23285466,
3126593,,,,,37308,
3285556,,,,,276401,
2934967,Roughly traced,,KC-s,KC-s,27629285,
2711149,Roughly traced,,KC-s,KC-s,26562570,
3294491,,,,,24711,
3366276,,,,,873,
2264396,Roughly traced,,KC-s,KC-s,29255077,
3215035,,,,,5974,
3214564,,,,,2058,
3217597,Orphan,,Others-orphan,,12087,
2777882,Roughly traced,,KC-s,KC-s,20495552,
3215914,,,,,5125,
3217327,,,,,3531,
3127884,Roughly traced,,KC-s,KC-s,24037643,
2232308,Roughly traced,,KC-s,KC-s,34038224,
3292086,,,,,1676,
1559661,Roughly traced,,KC-s,KC-s,30583565,
4010012,Roughly traced,,KC-s,KC-s,23510242,
2710329,Roughly traced,,KC-s,KC-s,33046153,
3002491,Roughly traced,,KC-s,KC-s,27938307,
3008755,Roughly traced,,KC-s,KC-s,27359343,
3291252,,,,,6280,
3204272,Roughly traced,,KC-s,KC-s,35651471,
3132053,,,,,3519,
3634617,Roughly traced,,KC-s,KC-s,37557526,
139941150,Roughly traced,,KC-s,KC-s,27319712,
